processo;num_oficio;email_destino;status;data_envio;hora_envio;registrar_envio;resposta;msg_id;url_oficio;url_processo;url_recebimento;url_baixa;assunto
0000248-52.2026.8.05.0191;108/2026- SEC;ciap.pauloafonso@seap.ba.gov.br;Enviado;19/06/2026;14:14:28;juntado;;178188925668.16512.9090259326727101602@DESKTOP-JIRCJML;https://projudi.tjba.jus.br/projudi/acoes/VerCumprimento?codCumprimento=5991101;https://projudi.tjba.jus.br/projudi/listagens/DadosProcesso?numeroProcesso=41020260423745;https://projudi.tjba.jus.br/projudi/movimentacao/MovimentarProcesso?numeroProcesso=41020260423745&juntadaAr=true&codDocVinculado=5991101;https://projudi.tjba.jus.br/projudi/movimentacao/MarcaRecebimento?tipo=cumprimento&&codCumprimento=5991101;2ªVSJ - 108/2026- SEC Referente ao Proc Nº: 0000248-52.2026.8.05.0191
0000656-43.2026.8.05.0191;109/2026- SEC;ciap.pauloafonso@seap.ba.gov.br;Enviado;19/06/2026;14:15:48;juntado;;178188934279.16512.6372284120216935718@DESKTOP-JIRCJML;https://projudi.tjba.jus.br/projudi/acoes/VerCumprimento?codCumprimento=5991110;https://projudi.tjba.jus.br/projudi/listagens/DadosProcesso?numeroProcesso=41020261061049;https://projudi.tjba.jus.br/projudi/movimentacao/MovimentarProcesso?numeroProcesso=41020261061049&juntadaAr=true&codDocVinculado=5991110;https://projudi.tjba.jus.br/projudi/movimentacao/MarcaRecebimento?tipo=cumprimento&&codCumprimento=5991110;2ªVSJ - 109/2026- SEC Referente ao Proc Nº: 0000656-43.2026.8.05.0191
0002921-52.2025.8.05.0191;113/2026- SEC;ciap.pauloafonso@seap.ba.gov.br;Enviado;19/06/2026;14:16:16;juntado;;178188937049.16512.17043028067218735860@DESKTOP-JIRCJML;https://projudi.tjba.jus.br/projudi/acoes/VerCumprimento?codCumprimento=5992638;https://projudi.tjba.jus.br/projudi/listagens/DadosProcesso?numeroProcesso=41020253515606;https://projudi.tjba.jus.br/projudi/movimentacao/MovimentarProcesso?numeroProcesso=41020253515606&juntadaAr=true&codDocVinculado=5992638;https://projudi.tjba.jus.br/projudi/movimentacao/MarcaRecebimento?tipo=cumprimento&&codCumprimento=5992638;2ªVSJ - 113/2026- SEC Referente ao Proc Nº: 0002921-52.2025.8.05.0191
0003970-65.2024.8.05.0191;114/2026- SEC;ciap.pauloafonso@seap.ba.gov.br;Enviado;19/06/2026;14:16:43;juntado;;178188939777.16512.13427760204569150670@DESKTOP-JIRCJML;https://projudi.tjba.jus.br/projudi/acoes/VerCumprimento?codCumprimento=5992792;https://projudi.tjba.jus.br/projudi/listagens/DadosProcesso?numeroProcesso=41020244804002;https://projudi.tjba.jus.br/projudi/movimentacao/MovimentarProcesso?numeroProcesso=41020244804002&juntadaAr=true&codDocVinculado=5992792;https://projudi.tjba.jus.br/projudi/movimentacao/MarcaRecebimento?tipo=cumprimento&&codCumprimento=5992792;2ªVSJ - 114/2026- SEC Referente ao Proc Nº: 0003970-65.2024.8.05.0191
0002031-16.2025.8.05.0191;107/2026- SEC;dt.pauloafonso@pcivil.ba.gov.br;Enviado;19/06/2026;14:17:56;juntado;;178188947039.16512.18278355769932371715@DESKTOP-JIRCJML;https://projudi.tjba.jus.br/projudi/acoes/VerCumprimento?codCumprimento=5992807;https://projudi.tjba.jus.br/projudi/listagens/DadosProcesso?numeroProcesso=41020252314506;https://projudi.tjba.jus.br/projudi/movimentacao/MovimentarProcesso?numeroProcesso=41020252314506&juntadaAr=true&codDocVinculado=5992807;https://projudi.tjba.jus.br/projudi/movimentacao/MarcaRecebimento?tipo=cumprimento&&codCumprimento=5992807;2ªVSJ - 107/2026- SEC Referente ao Proc Nº: 0002031-16.2025.8.05.0191
0000236-72.2025.8.05.0191;115/2026- SEC;ciap.pauloafonso@seap.ba.gov.br;Enviado;19/06/2026;14:19:19;juntado;;178188955397.16512.9783405422514341560@DESKTOP-JIRCJML;https://projudi.tjba.jus.br/projudi/acoes/VerCumprimento?codCumprimento=5999332;https://projudi.tjba.jus.br/projudi/listagens/DadosProcesso?numeroProcesso=41020250252567;https://projudi.tjba.jus.br/projudi/movimentacao/MovimentarProcesso?numeroProcesso=41020250252567&juntadaAr=true&codDocVinculado=5999332;https://projudi.tjba.jus.br/projudi/movimentacao/MarcaRecebimento?tipo=cumprimento&&codCumprimento=5999332;2ªVSJ - 115/2026- SEC Referente ao Proc Nº: 0000236-72.2025.8.05.0191
0000857-06.2024.8.05.0191;116/2026- SEC;ciap.pauloafonso@seap.ba.gov.br;Enviado;19/06/2026;14:20:43;;;178188963732.16512.10042400925928195838@DESKTOP-JIRCJML;https://projudi.tjba.jus.br/projudi/acoes/VerCumprimento?codCumprimento=5999339;https://projudi.tjba.jus.br/projudi/listagens/DadosProcesso?numeroProcesso=41020241193029;https://projudi.tjba.jus.br/projudi/movimentacao/MovimentarProcesso?numeroProcesso=41020241193029&juntadaAr=true&codDocVinculado=5999339;https://projudi.tjba.jus.br/projudi/movimentacao/MarcaRecebimento?tipo=cumprimento&&codCumprimento=5999339;2ªVSJ - 116/2026- SEC Referente ao Proc Nº: 0000857-06.2024.8.05.0191
0002022-59.2022.8.05.0191;119/2026- SEC;ciap.pauloafonso@seap.ba.gov.br;Enviado;19/06/2026;14:21:10;juntado;;178188966435.16512.6328388558043882346@DESKTOP-JIRCJML;https://projudi.tjba.jus.br/projudi/acoes/VerCumprimento?codCumprimento=5999693;https://projudi.tjba.jus.br/projudi/listagens/DadosProcesso?numeroProcesso=41020222610355;https://projudi.tjba.jus.br/projudi/movimentacao/MovimentarProcesso?numeroProcesso=41020222610355&juntadaAr=true&codDocVinculado=5999693;https://projudi.tjba.jus.br/projudi/movimentacao/MarcaRecebimento?tipo=cumprimento&&codCumprimento=5999693;2ªVSJ - 119/2026- SEC Referente ao Proc Nº: 0002022-59.2022.8.05.0191
0000602-77.2026.8.05.0191;120/2026- SEC;ciap.pauloafonso@seap.ba.gov.br;Enviado;19/06/2026;14:23:37;juntado;;178188981105.16512.5480526223023727727@DESKTOP-JIRCJML;https://projudi.tjba.jus.br/projudi/acoes/VerCumprimento?codCumprimento=5999772;https://projudi.tjba.jus.br/projudi/listagens/DadosProcesso?numeroProcesso=41020260959011;https://projudi.tjba.jus.br/projudi/movimentacao/MovimentarProcesso?numeroProcesso=41020260959011&juntadaAr=true&codDocVinculado=5999772;https://projudi.tjba.jus.br/projudi/movimentacao/MarcaRecebimento?tipo=cumprimento&&codCumprimento=5999772;2ªVSJ - 120/2026- SEC Referente ao Proc Nº: 0000602-77.2026.8.05.0191
0000047-31.2024.8.05.0191;121/2026- SEC;ciap.pauloafonso@seap.ba.gov.br;Enviado;19/06/2026;14:24:57;;;178188989266.16512.14264138789447496170@DESKTOP-JIRCJML;https://projudi.tjba.jus.br/projudi/acoes/VerCumprimento?codCumprimento=5999896;https://projudi.tjba.jus.br/projudi/listagens/DadosProcesso?numeroProcesso=41020240024266;https://projudi.tjba.jus.br/projudi/movimentacao/MovimentarProcesso?numeroProcesso=41020240024266&juntadaAr=true&codDocVinculado=5999896;https://projudi.tjba.jus.br/projudi/movimentacao/MarcaRecebimento?tipo=cumprimento&&codCumprimento=5999896;2ªVSJ - 121/2026- SEC Referente ao Proc Nº: 0000047-31.2024.8.05.0191
0000070-74.2024.8.05.0191;122/2026- SEC;ciap.pauloafonso@seap.ba.gov.br;Enviado;19/06/2026;14:25:27;juntado;;178188992174.16512.11520234843346107008@DESKTOP-JIRCJML;https://projudi.tjba.jus.br/projudi/acoes/VerCumprimento?codCumprimento=5999897;https://projudi.tjba.jus.br/projudi/listagens/DadosProcesso?numeroProcesso=41020240039884;https://projudi.tjba.jus.br/projudi/movimentacao/MovimentarProcesso?numeroProcesso=41020240039884&juntadaAr=true&codDocVinculado=5999897;https://projudi.tjba.jus.br/projudi/movimentacao/MarcaRecebimento?tipo=cumprimento&&codCumprimento=5999897;2ªVSJ - 122/2026- SEC Referente ao Proc Nº: 0000070-74.2024.8.05.0191
0001138-88.2026.8.05.0191;123/2026- SEC;ciap.pauloafonso@seap.ba.gov.br;Enviado;19/06/2026;14:26:47;juntado;;178189000091.16512.11353090104790552458@DESKTOP-JIRCJML;https://projudi.tjba.jus.br/projudi/acoes/VerCumprimento?codCumprimento=6002165;https://projudi.tjba.jus.br/projudi/listagens/DadosProcesso?numeroProcesso=41020261753447;https://projudi.tjba.jus.br/projudi/movimentacao/MovimentarProcesso?numeroProcesso=41020261753447&juntadaAr=true&codDocVinculado=6002165;https://projudi.tjba.jus.br/projudi/movimentacao/MarcaRecebimento?tipo=cumprimento&&codCumprimento=6002165;2ªVSJ - 123/2026- SEC Referente ao Proc Nº: 0001138-88.2026.8.05.0191
0001126-74.2026.8.05.0191;124/2026- SEC;ciap.pauloafonso@seap.ba.gov.br;Enviado;19/06/2026;14:28:16;juntado;;178189009040.16512.10982932326580551105@DESKTOP-JIRCJML;https://projudi.tjba.jus.br/projudi/acoes/VerCumprimento?codCumprimento=6002169;https://projudi.tjba.jus.br/projudi/listagens/DadosProcesso?numeroProcesso=41020261733480;https://projudi.tjba.jus.br/projudi/movimentacao/MovimentarProcesso?numeroProcesso=41020261733480&juntadaAr=true&codDocVinculado=6002169;https://projudi.tjba.jus.br/projudi/movimentacao/MarcaRecebimento?tipo=cumprimento&&codCumprimento=6002169;2ªVSJ - 124/2026- SEC Referente ao Proc Nº: 0001126-74.2026.8.05.0191
0001493-69.2024.8.05.0191;129/2026- SEC;liviagracielle.silva@seap.ba.gov.br;Enviado;19/06/2026;14:29:46;juntado;;178189018093.16512.18034136578933521198@DESKTOP-JIRCJML;https://projudi.tjba.jus.br/projudi/acoes/VerCumprimento?codCumprimento=6004028;https://projudi.tjba.jus.br/projudi/listagens/DadosProcesso?numeroProcesso=41020241993741;https://projudi.tjba.jus.br/projudi/movimentacao/MovimentarProcesso?numeroProcesso=41020241993741&juntadaAr=true&codDocVinculado=6004028;https://projudi.tjba.jus.br/projudi/movimentacao/MarcaRecebimento?tipo=cumprimento&&codCumprimento=6004028;2ªVSJ - 129/2026- SEC Referente ao Proc Nº: 0001493-69.2024.8.05.0191
0000799-32.2026.8.05.0191;127/2026- SEC;ciap.pauloafonso@seap.ba.gov.br;Enviado;19/06/2026;14:31:34;juntado;;178189027263.16512.14056562024897662980@DESKTOP-JIRCJML;https://projudi.tjba.jus.br/projudi/acoes/VerCumprimento?codCumprimento=6009717;https://projudi.tjba.jus.br/projudi/listagens/DadosProcesso?numeroProcesso=41020261253760;https://projudi.tjba.jus.br/projudi/movimentacao/MovimentarProcesso?numeroProcesso=41020261253760&juntadaAr=true&codDocVinculado=6009717;https://projudi.tjba.jus.br/projudi/movimentacao/MarcaRecebimento?tipo=cumprimento&&codCumprimento=6009717;2ªVSJ - 127/2026- SEC Referente ao Proc Nº: 0000799-32.2026.8.05.0191
0002601-02.2025.8.05.0191;125/2026- SEC;ciap.pauloafonso@seap.ba.gov.br;Enviado;19/06/2026;14:32:53;juntado;;178189036734.16512.5200366469575242263@DESKTOP-JIRCJML;https://projudi.tjba.jus.br/projudi/acoes/VerCumprimento?codCumprimento=6012986;https://projudi.tjba.jus.br/projudi/listagens/DadosProcesso?numeroProcesso=41020253030028;https://projudi.tjba.jus.br/projudi/movimentacao/MovimentarProcesso?numeroProcesso=41020253030028&juntadaAr=true&codDocVinculado=6012986;https://projudi.tjba.jus.br/projudi/movimentacao/MarcaRecebimento?tipo=cumprimento&&codCumprimento=6012986;2ªVSJ - 125/2026- SEC Referente ao Proc Nº: 0002601-02.2025.8.05.0191
0001208-08.2026.8.05.0191;126/2026- SEC;ciap.pauloafonso@seap.ba.gov.br;Enviado;19/06/2026;14:34:19;juntado;;178189045309.16512.2846378510655736135@DESKTOP-JIRCJML;https://projudi.tjba.jus.br/projudi/acoes/VerCumprimento?codCumprimento=6012995;https://projudi.tjba.jus.br/projudi/listagens/DadosProcesso?numeroProcesso=41020261857800;https://projudi.tjba.jus.br/projudi/movimentacao/MovimentarProcesso?numeroProcesso=41020261857800&juntadaAr=true&codDocVinculado=6012995;https://projudi.tjba.jus.br/projudi/movimentacao/MarcaRecebimento?tipo=cumprimento&&codCumprimento=6012995;2ªVSJ - 126/2026- SEC Referente ao Proc Nº: 0001208-08.2026.8.05.0191
0001202-98.2026.8.05.0191;128/2026- SEC;ciap.pauloafonso@seap.ba.gov.br;Enviado;19/06/2026;14:35:42;juntado;;178189053663.16512.15488909367909787089@DESKTOP-JIRCJML;https://projudi.tjba.jus.br/projudi/acoes/VerCumprimento?codCumprimento=6012997;https://projudi.tjba.jus.br/projudi/listagens/DadosProcesso?numeroProcesso=41020261854427;https://projudi.tjba.jus.br/projudi/movimentacao/MovimentarProcesso?numeroProcesso=41020261854427&juntadaAr=true&codDocVinculado=6012997;https://projudi.tjba.jus.br/projudi/movimentacao/MarcaRecebimento?tipo=cumprimento&&codCumprimento=6012997;2ªVSJ - 128/2026- SEC Referente ao Proc Nº: 0001202-98.2026.8.05.0191
0001030-59.2026.8.05.0191;110/2026- SEC;ciap.pauloafonso@seap.ba.gov.br;Enviado;19/06/2026;14:37:08;juntado;;178189062284.16512.5096161981743371880@DESKTOP-JIRCJML;https://projudi.tjba.jus.br/projudi/acoes/VerCumprimento?codCumprimento=6015217;https://projudi.tjba.jus.br/projudi/listagens/DadosProcesso?numeroProcesso=41020261605324;https://projudi.tjba.jus.br/projudi/movimentacao/MovimentarProcesso?numeroProcesso=41020261605324&juntadaAr=true&codDocVinculado=6015217;https://projudi.tjba.jus.br/projudi/movimentacao/MarcaRecebimento?tipo=cumprimento&&codCumprimento=6015217;2ªVSJ - 110/2026- SEC Referente ao Proc Nº: 0001030-59.2026.8.05.0191
0000508-32.2026.8.05.0191;112/2026- SEC;ciap.pauloafonso@seap.ba.gov.br;Enviado;19/06/2026;14:38:23;juntado;;178189069722.16512.13450621606043884810@DESKTOP-JIRCJML;https://projudi.tjba.jus.br/projudi/acoes/VerCumprimento?codCumprimento=6015792;https://projudi.tjba.jus.br/projudi/listagens/DadosProcesso?numeroProcesso=41020260783551;https://projudi.tjba.jus.br/projudi/movimentacao/MovimentarProcesso?numeroProcesso=41020260783551&juntadaAr=true&codDocVinculado=6015792;https://projudi.tjba.jus.br/projudi/movimentacao/MarcaRecebimento?tipo=cumprimento&&codCumprimento=6015792;2ªVSJ - 112/2026- SEC Referente ao Proc Nº: 0000508-32.2026.8.05.0191
0004152-17.2025.8.05.0191;117/2026- SEC;ciap.pauloafonso@seap.ba.gov.br;Enviado;19/06/2026;14:39:38;juntado;;178189077236.16512.4449318000991328994@DESKTOP-JIRCJML;https://projudi.tjba.jus.br/projudi/acoes/VerCumprimento?codCumprimento=6017599;https://projudi.tjba.jus.br/projudi/listagens/DadosProcesso?numeroProcesso=41020255248321;https://projudi.tjba.jus.br/projudi/movimentacao/MovimentarProcesso?numeroProcesso=41020255248321&juntadaAr=true&codDocVinculado=6017599;https://projudi.tjba.jus.br/projudi/movimentacao/MarcaRecebimento?tipo=cumprimento&&codCumprimento=6017599;2ªVSJ - 117/2026- SEC Referente ao Proc Nº: 0004152-17.2025.8.05.0191
41020261097944;096/2026- SEC;bpm20.cmd@pm.ba.gov.br;Enviado;10/07/2026;16:03:23;juntado;;178371020058.65465.14780140846082388988@DESKTOP-JIRCJML.localdomain;https://projudi.tjba.jus.br/projudi/acoes/VerCumprimento?codCumprimento=5984298;https://projudi.tjba.jus.br/projudi/listagens/DadosProcesso?numeroProcesso=41020261097944;https://projudi.tjba.jus.br/projudi/movimentacao/MovimentarProcesso?numeroProcesso=41020261097944&juntadaAr=true&codDocVinculado=5984298;https://projudi.tjba.jus.br/projudi/movimentacao/MarcaRecebimento?tipo=cumprimento&&codCumprimento=5984298;2ªVSJ - 096/2026- SEC Referente ao Proc Nº: 41020261097944
41020261733480;124/2026- SEC;ciap.pauloafonso@seap.ba.gov.br;Enviado;10/07/2026;16:11:02;;;178371065838.65465.7044474747309709508@DESKTOP-JIRCJML.localdomain;https://projudi.tjba.jus.br/projudi/acoes/VerCumprimento?codCumprimento=6002169;https://projudi.tjba.jus.br/projudi/listagens/DadosProcesso?numeroProcesso=41020261733480;https://projudi.tjba.jus.br/projudi/movimentacao/MovimentarProcesso?numeroProcesso=41020261733480&juntadaAr=true&codDocVinculado=6002169;https://projudi.tjba.jus.br/projudi/movimentacao/MarcaRecebimento?tipo=cumprimento&&codCumprimento=6002169;2ªVSJ - 124/2026- SEC Referente ao Proc Nº: 41020261733480
41020260819371;095/2026- SEC;bpm20.cmd@pm.ba.gov.br;Enviado;10/07/2026;16:32:08;juntado;;178371192593.78297.9307669283422727299@DESKTOP-JIRCJML.localdomain;https://projudi.tjba.jus.br/projudi/acoes/VerCumprimento?codCumprimento=5984293;https://projudi.tjba.jus.br/projudi/listagens/DadosProcesso?numeroProcesso=41020260819371;https://projudi.tjba.jus.br/projudi/movimentacao/MovimentarProcesso?numeroProcesso=41020260819371&juntadaAr=true&codDocVinculado=5984293;https://projudi.tjba.jus.br/projudi/movimentacao/MarcaRecebimento?tipo=cumprimento&&codCumprimento=5984293;2ªVSJ - 095/2026- SEC Referente ao Proc Nº: 41020260819371
41020243903870;088/2026- SEC;ciap.pauloafonso@seap.ba.gov.br;Enviado;10/07/2026;17:04:08;juntado;;178371384583.91200.12661130597066450548@DESKTOP-JIRCJML.localdomain;https://projudi.tjba.jus.br/projudi/acoes/VerCumprimento?codCumprimento=5976246;https://projudi.tjba.jus.br/projudi/listagens/DadosProcesso?numeroProcesso=41020243903870;https://projudi.tjba.jus.br/projudi/movimentacao/MovimentarProcesso?numeroProcesso=41020243903870&juntadaAr=true&codDocVinculado=5976246;https://projudi.tjba.jus.br/projudi/movimentacao/MarcaRecebimento?tipo=cumprimento&&codCumprimento=5976246;2ªVSJ - 088/2026- SEC Referente ao Proc Nº: 41020243903870
41020250475044;097/2026- SEC;bpm20.cmd@pm.ba.gov.br;Enviado;10/07/2026;17:06:21;juntado;;178371397814.91200.9031524560324160711@DESKTOP-JIRCJML.localdomain;https://projudi.tjba.jus.br/projudi/acoes/VerCumprimento?codCumprimento=5984313;https://projudi.tjba.jus.br/projudi/listagens/DadosProcesso?numeroProcesso=41020250475044;https://projudi.tjba.jus.br/projudi/movimentacao/MovimentarProcesso?numeroProcesso=41020250475044&juntadaAr=true&codDocVinculado=5984313;https://projudi.tjba.jus.br/projudi/movimentacao/MarcaRecebimento?tipo=cumprimento&&codCumprimento=5984313;2ªVSJ - 097/2026- SEC Referente ao Proc Nº: 41020250475044
41020183848747;128/2026- SEC;liviagracielle.silva@seap.ba.gov.br;Enviado;10/07/2026;18:00:31;juntado;;178371722741.110505.13087318995099023121@DESKTOP-JIRCJML.localdomain;https://projudi.tjba.jus.br/projudi/acoes/VerCumprimento?codCumprimento=5984454;https://projudi.tjba.jus.br/projudi/listagens/DadosProcesso?numeroProcesso=41020183848747;https://projudi.tjba.jus.br/projudi/movimentacao/MovimentarProcesso?numeroProcesso=41020183848747&juntadaAr=true&codDocVinculado=5984454;https://projudi.tjba.jus.br/projudi/movimentacao/MarcaRecebimento?tipo=cumprimento&&codCumprimento=5984454;2ªVSJ - 128/2026- SEC Referente ao Proc Nº: 41020183848747
41020252089439;111/2026- SEC;dt.pauloafonso@pcivil.ba.gov.br;Enviado;10/07/2026;18:05:43;juntado;;178371754109.110505.2563279498546719588@DESKTOP-JIRCJML.localdomain;https://projudi.tjba.jus.br/projudi/acoes/VerCumprimento?codCumprimento=5984549;https://projudi.tjba.jus.br/projudi/listagens/DadosProcesso?numeroProcesso=41020252089439;https://projudi.tjba.jus.br/projudi/movimentacao/MovimentarProcesso?numeroProcesso=41020252089439&juntadaAr=true&codDocVinculado=5984549;https://projudi.tjba.jus.br/projudi/movimentacao/MarcaRecebimento?tipo=cumprimento&&codCumprimento=5984549;2ªVSJ - 111/2026- SEC Referente ao Proc Nº: 41020252089439
41020253278692;105/2026- SEC;dt.pauloafonso@pcivil.ba.gov.br;Enviado;10/07/2026;18:07:22;juntado;;178371763859.110505.9074211701019343400@DESKTOP-JIRCJML.localdomain;https://projudi.tjba.jus.br/projudi/acoes/VerCumprimento?codCumprimento=5984629;https://projudi.tjba.jus.br/projudi/listagens/DadosProcesso?numeroProcesso=41020253278692;https://projudi.tjba.jus.br/projudi/movimentacao/MovimentarProcesso?numeroProcesso=41020253278692&juntadaAr=true&codDocVinculado=5984629;https://projudi.tjba.jus.br/projudi/movimentacao/MarcaRecebimento?tipo=cumprimento&&codCumprimento=5984629;2ªVSJ - 105/2026- SEC Referente ao Proc Nº: 41020253278692
41020251788593;087/2026- SEC;ciap.pauloafonso@seap.ba.gov.br;Enviado;14/07/2026;17:02:55;;;178405937254.46161.12865014232850051397@DESKTOP-JIRCJML.localdomain;https://projudi.tjba.jus.br/projudi/acoes/VerCumprimento?codCumprimento=5976245;https://projudi.tjba.jus.br/projudi/listagens/DadosProcesso?numeroProcesso=41020251788593;https://projudi.tjba.jus.br/projudi/movimentacao/MovimentarProcesso?numeroProcesso=41020251788593&juntadaAr=true&codDocVinculado=5976245;https://projudi.tjba.jus.br/projudi/movimentacao/MarcaRecebimento?tipo=cumprimento&&codCumprimento=5976245;2ªVSJ - 087/2026- SEC Referente ao Proc Nº: 41020251788593
41020250997385;083/2026- SEC;ciap.pauloafonso@seap.ba.gov.br;Enviado;14/07/2026;17:02:58;;;178405937596.46161.14802246853825541860@DESKTOP-JIRCJML.localdomain;https://projudi.tjba.jus.br/projudi/acoes/VerCumprimento?codCumprimento=5974406;https://projudi.tjba.jus.br/projudi/listagens/DadosProcesso?numeroProcesso=41020250997385;https://projudi.tjba.jus.br/projudi/movimentacao/MovimentarProcesso?numeroProcesso=41020250997385&juntadaAr=true&codDocVinculado=5974406;https://projudi.tjba.jus.br/projudi/movimentacao/MarcaRecebimento?tipo=cumprimento&&codCumprimento=5974406;2ªVSJ - 083/2026- SEC Referente ao Proc Nº: 41020250997385
41020260680500;081/2026- SEC;bpm20.cmd@pm.ba.gov.br;Enviado;14/07/2026;17:03:02;;;178405937890.46161.4402326123934539953@DESKTOP-JIRCJML.localdomain;https://projudi.tjba.jus.br/projudi/acoes/VerCumprimento?codCumprimento=5967014;https://projudi.tjba.jus.br/projudi/listagens/DadosProcesso?numeroProcesso=41020260680500;https://projudi.tjba.jus.br/projudi/movimentacao/MovimentarProcesso?numeroProcesso=41020260680500&juntadaAr=true&codDocVinculado=5967014;https://projudi.tjba.jus.br/projudi/movimentacao/MarcaRecebimento?tipo=cumprimento&&codCumprimento=5967014;2ªVSJ - 081/2026- SEC Referente ao Proc Nº: 41020260680500
41020252836243;099/2026- SEC;dt.pauloafonso@pcivil.ba.gov.br;Enviado;14/07/2026;17:03:05;;;178405938265.46161.5324812461732721554@DESKTOP-JIRCJML.localdomain;https://projudi.tjba.jus.br/projudi/acoes/VerCumprimento?codCumprimento=5966969;https://projudi.tjba.jus.br/projudi/listagens/DadosProcesso?numeroProcesso=41020252836243;https://projudi.tjba.jus.br/projudi/movimentacao/MovimentarProcesso?numeroProcesso=41020252836243&juntadaAr=true&codDocVinculado=5966969;https://projudi.tjba.jus.br/projudi/movimentacao/MarcaRecebimento?tipo=cumprimento&&codCumprimento=5966969;2ªVSJ - 099/2026- SEC Referente ao Proc Nº: 41020252836243
41020252314340;098/2026- SEC;dt.pauloafonso@pcivil.ba.gov.br;Enviado;14/07/2026;17:03:08;;;178405938547.46161.6005611532390515534@DESKTOP-JIRCJML.localdomain;https://projudi.tjba.jus.br/projudi/acoes/VerCumprimento?codCumprimento=5965125;https://projudi.tjba.jus.br/projudi/listagens/DadosProcesso?numeroProcesso=41020252314340;https://projudi.tjba.jus.br/projudi/movimentacao/MovimentarProcesso?numeroProcesso=41020252314340&juntadaAr=true&codDocVinculado=5965125;https://projudi.tjba.jus.br/projudi/movimentacao/MarcaRecebimento?tipo=cumprimento&&codCumprimento=5965125;2ªVSJ - 098/2026- SEC Referente ao Proc Nº: 41020252314340
41020234573351;90/2026- SEC;ciap.pauloafonso@seap.ba.gov.br;Enviado;14/07/2026;17:03:12;;;178405938825.46161.463642304743092253@DESKTOP-JIRCJML.localdomain;https://projudi.tjba.jus.br/projudi/acoes/VerCumprimento?codCumprimento=5964982;https://projudi.tjba.jus.br/projudi/listagens/DadosProcesso?numeroProcesso=41020234573351;https://projudi.tjba.jus.br/projudi/movimentacao/MovimentarProcesso?numeroProcesso=41020234573351&juntadaAr=true&codDocVinculado=5964982;https://projudi.tjba.jus.br/projudi/movimentacao/MarcaRecebimento?tipo=cumprimento&&codCumprimento=5964982;2ªVSJ - 90/2026- SEC Referente ao Proc Nº: 41020234573351
41020255085228;134/2026- SEC;vlprudentejec@tjsp.jus.br;Enviado;14/07/2026;17:03:15;;;178405939241.46161.3148305332513480903@DESKTOP-JIRCJML.localdomain;https://projudi.tjba.jus.br/projudi/acoes/VerCumprimento?codCumprimento=5962095;https://projudi.tjba.jus.br/projudi/listagens/DadosProcesso?numeroProcesso=41020255085228;https://projudi.tjba.jus.br/projudi/movimentacao/MovimentarProcesso?numeroProcesso=41020255085228&juntadaAr=true&codDocVinculado=5962095;https://projudi.tjba.jus.br/projudi/movimentacao/MarcaRecebimento?tipo=cumprimento&&codCumprimento=5962095;2ªVSJ - 134/2026- SEC Referente ao Proc Nº: 41020255085228
41020253624473;077/2026- SEC;ciap.pauloafonso@seap.ba.gov.br;Enviado;14/07/2026;17:03:18;;;178405939510.46161.2971326387408033768@DESKTOP-JIRCJML.localdomain;https://projudi.tjba.jus.br/projudi/acoes/VerCumprimento?codCumprimento=5959285;https://projudi.tjba.jus.br/projudi/listagens/DadosProcesso?numeroProcesso=41020253624473;https://projudi.tjba.jus.br/projudi/movimentacao/MovimentarProcesso?numeroProcesso=41020253624473&juntadaAr=true&codDocVinculado=5959285;https://projudi.tjba.jus.br/projudi/movimentacao/MarcaRecebimento?tipo=cumprimento&&codCumprimento=5959285;2ªVSJ - 077/2026- SEC Referente ao Proc Nº: 41020253624473
41020255303118;076/2026- SEC;ciap.pauloafonso@seap.ba.gov.br;Enviado;14/07/2026;17:03:21;;;178405939857.46161.4557108594756949922@DESKTOP-JIRCJML.localdomain;https://projudi.tjba.jus.br/projudi/acoes/VerCumprimento?codCumprimento=5959272;https://projudi.tjba.jus.br/projudi/listagens/DadosProcesso?numeroProcesso=41020255303118;https://projudi.tjba.jus.br/projudi/movimentacao/MovimentarProcesso?numeroProcesso=41020255303118&juntadaAr=true&codDocVinculado=5959272;https://projudi.tjba.jus.br/projudi/movimentacao/MarcaRecebimento?tipo=cumprimento&&codCumprimento=5959272;2ªVSJ - 076/2026- SEC Referente ao Proc Nº: 41020255303118
41020260782124;075/2026- SEC;ciap.pauloafonso@seap.ba.gov.br;Enviado;14/07/2026;17:03:25;;;178405940167.46161.14283453258419705285@DESKTOP-JIRCJML.localdomain;https://projudi.tjba.jus.br/projudi/acoes/VerCumprimento?codCumprimento=5959247;https://projudi.tjba.jus.br/projudi/listagens/DadosProcesso?numeroProcesso=41020260782124;https://projudi.tjba.jus.br/projudi/movimentacao/MovimentarProcesso?numeroProcesso=41020260782124&juntadaAr=true&codDocVinculado=5959247;https://projudi.tjba.jus.br/projudi/movimentacao/MarcaRecebimento?tipo=cumprimento&&codCumprimento=5959247;2ªVSJ - 075/2026- SEC Referente ao Proc Nº: 41020260782124
